Time [s],Respiration
0.0,-0.4840998696703619
0.05,-0.6401721329229907
0.1,-0.7705155376660047
0.15000000000000002,-0.7360568199529421
0.2,-0.8295269199523739
0.25,-0.8296431600324694
0.30000000000000004,-0.7804352480951874
0.35000000000000003,-0.7658746217079768
0.4,-0.6200848141771924
0.45,-0.6362685721423683
0.5,-0.5607809767650781
0.55,-0.5874163289866139
0.6000000000000001,-0.5712006339208577
0.65,-0.48569969548597397
0.7000000000000001,-0.4968344929978577
0.75,-0.33986215231943434
0.8,-0.39458367447538367
0.8500000000000001,-0.3430270025120718
0.9,-0.3230167820379729
0.9500000000000001,-0.32025342707387305
1.0,-0.1716203994764309
1.05,-0.2504967922145977
1.1,-0.10632368018696375
1.1500000000000001,-0.059021018993921856
1.2000000000000002,-0.08814259058242774
1.25,-0.018272344626945186
1.3,0.10847644811981606
1.35,0.1263764583534559
1.4000000000000001,0.1139084523506849
1.4500000000000002,0.1610510121682746
1.5,0.20846608280420179
1.55,0.20716653901241777
1.6,0.2430632360380498
1.6500000000000001,0.24729323342673826
1.7000000000000002,0.29299617667657996
1.75,0.4452095393728642
1.8,0.335682178465932
1.85,0.39066897543866624
1.9000000000000001,0.40431978721867007
1.9500000000000002,0.540688002195149
2.0,0.48721435020498893
2.0500000000000003,0.5213612296260967
2.1,0.5688998441148339
2.15,0.68884567455374
2.2,0.6094080720235993
2.25,0.6933180471107637
2.3000000000000003,0.763242669146984
2.35,0.7844199766436444
2.4000000000000004,0.9054975179022375
2.45,0.8133688247843415
2.5,0.8446332537162213
2.5500000000000003,0.8241840696553407
2.6,0.8319510832752615
2.6500000000000004,0.8165318033083891
2.7,0.7778952027751724
2.75,0.782238683722449
2.8000000000000003,0.6843412983935849
2.85,0.5284886111827353
2.9000000000000004,0.5200468144703657
2.95,0.3078107503165377
3.0,0.23623199077306684
3.0500000000000003,0.19323643502450003
3.1,0.010752799035508048
3.1500000000000004,0.039550167329040944
3.2,-0.08666935248871505
3.25,-0.17116100722390878
3.3000000000000003,-0.3254342210621324
3.35,-0.4058709669570537
3.4000000000000004,-0.35499379309151435
3.45,-0.48024269913021933
3.5,-0.6110670404686956
3.5500000000000003,-0.7409506239686874
3.6,-0.7412513264308548
3.6500000000000004,-0.857654553423358
3.7,-0.8815331239904558
3.75,-0.977092323418589
3.8000000000000003,-0.8978499049855017
3.85,-0.8777587059208728
3.9000000000000004,-0.6815025817743467
3.95,-0.7859772011681749
4.0,-0.8280924251654256
4.05,-0.7007668434349115
4.1000000000000005,-0.720810387888651
4.15,-0.646406550924274
4.2,-0.5884838189923598
4.25,-0.49517316001350764
4.3,-0.5377837259522168
4.3500000000000005,-0.5064954358777117
4.4,-0.49415484736318227
4.45,-0.3707986922912634
4.5,-0.4022397504704506
4.55,-0.34000569994720703
4.6000000000000005,-0.3072684982877669
4.65,-0.13522338450732008
4.7,-0.2810900925861096
4.75,-0.248127048930217
4.800000000000001,-0.21101620780175465
4.8500000000000005,-0.038052889111717184
4.9,-0.11031658423499666
4.95,-0.14185364442941523
5.0,0.039865957957025036
5.050000000000001,0.008816260214480467
5.1000000000000005,0.07276044844646606
5.15,0.16462758669853308
5.2,0.1403654815690709
5.25,0.14866576481030927
5.300000000000001,0.19305962392840145
5.3500000000000005,0.3462222864565637
5.4,0.3083853768115667
5.45,0.37242311557059127
5.5,0.3101754623727741
5.550000000000001,0.5009489305060851
5.6000000000000005,0.4889806587000113
5.65,0.45356236777142767
5.7,0.45970970599733474
5.75,0.5633660128253862
5.800000000000001,0.5574219139556171
5.8500000000000005,0.6433845211375419
5.9,0.6828631004611276
5.95,0.6272228033268191
6.0,0.7464628903687287
6.050000000000001,0.762950766575539
6.1000000000000005,0.761927993463815
6.15,0.8780170096651054
6.2,0.8955518674846995
6.25,0.9095701784877757
6.300000000000001,0.8663627622174492
6.3500000000000005,0.8186715203552741
6.4,0.7994287751346879
6.45,0.7755691795088058
6.5,0.7031049425106878
6.550000000000001,0.5643556883875476
6.6000000000000005,0.5656026233654982
6.65,0.45010765067589414
6.7,0.4672990543850004
6.75,0.2715072857219805
6.800000000000001,0.24415189196248843
6.8500000000000005,0.15513521886784842
6.9,0.0463965590961669
6.95,-0.06821591828421321
7.0,-0.13229492781075256
7.050000000000001,-0.24451922400417708
7.1000000000000005,-0.35223064003991367
7.15,-0.39868071631901963
7.2,-0.5838143463533528
7.25,-0.6025403671015832
7.300000000000001,-0.7300220622386104
7.3500000000000005,-0.7685191695822
7.4,-0.8387534966601903
7.45,-0.8757348220612376
7.5,-0.8834403191410087
7.550000000000001,-0.8070419606205649
7.6000000000000005,-0.8747744053809091
7.65,-0.9096343667576059
7.7,-0.7981462675632933
7.75,-0.8023355797524864
7.800000000000001,-0.7932799896364089
7.8500000000000005,-0.7758214479428687
7.9,-0.6606169168107459
7.95,-0.6090435750182581
8.0,-0.5613752126143722
8.05,-0.5351730491166822
8.1,-0.5164629372475187
8.15,-0.5104645842788406
8.200000000000001,-0.4657785336535346
8.25,-0.4304273703145953
8.3,-0.3683107683845629
8.35,-0.36135912094320816
8.4,-0.3251297062643236
8.450000000000001,-0.32638300547246063
8.5,-0.15691372060500097
8.55,-0.23588076575096648
8.6,-0.16403919449763688
8.65,-0.16813150130719035
8.700000000000001,-0.033192013264307034
8.75,-0.035489947474638975
8.8,-0.019129409464576582
8.85,0.029046080298847685
8.9,-0.006355716323405369
8.950000000000001,0.08861546391940443
9.0,0.1469917264359463
9.05,0.18844219076808374
9.1,0.2138985046930375
9.15,0.28027474432534943
9.200000000000001,0.24141040180294882
9.25,0.32774688013447106
9.3,0.3605337198616782
9.35,0.39025135236313574
9.4,0.42107503137304225
9.450000000000001,0.542061289365161
9.5,0.5304382346488988
9.55,0.5731332787720834
9.600000000000001,0.4937209240007827
9.65,0.5879159239868241
9.700000000000001,0.6622946651457445
9.75,0.6399741931172341
9.8,0.6513209259398434
9.850000000000001,0.7728888781615879
9.9,0.8250287236380504
9.950000000000001,0.8504896855459293
10.0,0.8251306897065843
10.05,0.8113160466043516
10.100000000000001,0.9066610706585014
10.15,0.8537092205957908
10.200000000000001,0.8351744575965734
10.25,0.8676803495012336
10.3,0.774467424948382
10.350000000000001,0.7148150737669657
10.4,0.5699433222790032
10.450000000000001,0.5658244723859798
10.5,0.4194573000066351
10.55,0.3405470198262919
10.600000000000001,0.2542303251548932
10.65,0.18526813036067713
10.700000000000001,0.11674697231518322
10.75,-0.0777100652612029
10.8,-0.17100014508209732
10.850000000000001,-0.21158206048914774
10.9,-0.28853044839344283
10.950000000000001,-0.3807031723897841
11.0,-0.4833092557482101
11.05,-0.6073952395556003
11.100000000000001,-0.7348630891998846
11.15,-0.698905245679978
11.200000000000001,-0.8517627786723939
11.25,-0.7623037914526796
11.3,-0.8419483461120281
11.350000000000001,-0.8687991931411938
11.4,-0.8441727830153184
11.450000000000001,-0.8921045160444696
11.5,-0.8858295700634713
11.55,-0.7497234071083752
11.600000000000001,-0.8224538872148129
11.65,-0.8116548561956817
11.700000000000001,-0.7646979568767878
11.75,-0.6416199688632441
11.8,-0.6007987797122761
11.850000000000001,-0.551204158167898
11.9,-0.5174282916880552
11.950000000000001,-0.5205888117410328
12.0,-0.5110029172824396
12.05,-0.331085427502265
12.100000000000001,-0.34101373855388734
12.15,-0.31683729012512546
12.200000000000001,-0.32480478110237093
12.25,-0.2566465048867844
12.3,-0.2346094632236445
12.350000000000001,-0.25113970747705233
12.4,-0.21464024202862964
12.450000000000001,-0.17075197101566053
12.5,-0.102074542966323
12.55,0.013342055598489687
12.600000000000001,-0.043631561697780236
12.65,0.023123256714889302
12.700000000000001,0.02778621936537016
12.75,0.10779924855961583
12.8,0.168147520733454
12.850000000000001,0.13243677082585287
12.9,0.21084020340249437
12.950000000000001,0.24524982453665775
13.0,0.3128209182391153
13.05,0.2290108251017849
13.100000000000001,0.3315263047074513
13.15,0.40146386628334413
13.200000000000001,0.428810348990986
13.25,0.4985162272589021
13.3,0.5351151706427255
13.350000000000001,0.4903943685092893
13.4,0.5413395152012783
13.450000000000001,0.6023135052441363
13.5,0.6171151606408245
13.55,0.7218665546840162
13.600000000000001,0.6868267502759644
13.65,0.7030935780543547
13.700000000000001,0.7912021984349091
13.75,0.8620061407336795
13.8,0.9281727979642476
13.850000000000001,0.9480299223761265
13.9,0.9000918681291208
13.950000000000001,0.8640534289231244
14.0,0.8443322359635922
14.05,0.8231366643943622
14.100000000000001,0.6892626338168365
14.15,0.621408091157028
14.200000000000001,0.3854466082108554
14.25,0.4709499275465231
14.3,0.3456032057213995
14.350000000000001,0.2627856941501879
14.4,0.18594356526884925
14.450000000000001,0.1107509545167733
14.5,-0.014259924447789788
14.55,-0.11986078338806119
14.600000000000001,-0.13076740589061187
14.65,-0.3031331444562106
14.700000000000001,-0.4117534684536607
14.75,-0.47994900921264516
14.8,-0.5743879646584042
14.850000000000001,-0.6013019771848398
14.9,-0.7055900185121831
14.950000000000001,-0.7882255450644352
15.0,-0.8132214179520888
15.05,-0.8196740403996512
15.100000000000001,-0.9336707618004736
15.15,-0.8027537989934668
15.200000000000001,-0.9393628537500915
15.25,-0.8952748390935409
15.3,-0.823059666981623
15.350000000000001,-0.7421704970767757
15.4,-0.7411937043157811
15.450000000000001,-0.7204675317034199
15.5,-0.7091148991391706
15.55,-0.6723442145634858
15.600000000000001,-0.5969372193506403
15.65,-0.6079420163247007
15.700000000000001,-0.5518560820637582
15.75,-0.4935727315258196
15.8,-0.4975607130160711
15.850000000000001,-0.4632790551220942
15.9,-0.3159067343743826
15.950000000000001,-0.3505441420954859
16.0,-0.3378257697999584
16.05,-0.24693526529432117
16.1,-0.391872845869338
16.150000000000002,-0.1650935774171828
16.2,-0.18019761831968814
16.25,-0.15768509914194195
16.3,-0.13340107727984973
16.35,-0.10243985726315143
16.400000000000002,0.013517998213071827
16.45,0.014452938093856654
16.5,0.038648351519707476
16.55,0.055706094466896214
16.6,0.05680793399453922
16.650000000000002,0.15514081108977953
16.7,0.1358471935460741
16.75,0.17269678850289916
16.8,0.3085825223351938
16.85,0.2322196819184988
16.900000000000002,0.33941718739464233
16.95,0.4795210310534014
17.0,0.40123327110442214
17.05,0.4303000890401185
17.1,0.5199681098447331
17.150000000000002,0.6118618871782542
17.2,0.5534219499032059
17.25,0.6268231219068179
17.3,0.5904203180728639
17.35,0.7312570619281746
17.400000000000002,0.7281163135986025
17.45,0.8094090712365324
17.5,0.8080947036803642
17.55,0.8347750709212095
17.6,0.8662339574448952
17.650000000000002,0.8333641531783897
17.7,0.86314187806409
17.75,0.8662481466597862
17.8,0.9023982533162231
17.85,0.743045242231867
17.900000000000002,0.7788872477108961
17.95,0.7220037116638389
18.0,0.6180215993893421
18.05,0.4161801811949072
18.1,0.39219269199592827
18.150000000000002,0.2617176539140462
18.2,0.14399600984591143
18.25,0.16980523926586077
18.3,0.043062616839436775
18.35,-0.06336776797133822
18.400000000000002,-0.1524723148955656
18.45,-0.30257277133756183
18.5,-0.3525624737389765
18.55,-0.42853414940034035
18.6,-0.48100686670753345
18.650000000000002,-0.6198098865873237
18.7,-0.6214333232279057
18.75,-0.7250776873138878
18.8,-0.8340991567560757
18.85,-0.8574588840130943
18.900000000000002,-0.8970848368765667
18.95,-0.9223334251745879
19.0,-0.8698848779673191
19.05,-0.9711629528669441
19.1,-0.9002484732080671
19.150000000000002,-0.7516722926753717
19.200000000000003,-0.7401841242941103
19.25,-0.674640464079502
19.3,-0.6177416037122401
19.35,-0.630619601809323
19.400000000000002,-0.5632952646611652
19.450000000000003,-0.5383018080456108
19.5,-0.5806252085292388
19.55,-0.46975185076976794
19.6,-0.5055993275344739
19.650000000000002,-0.5030100882292243
19.700000000000003,-0.398027048424985
19.75,-0.298389188576074
19.8,-0.2955146956939641
19.85,-0.3305063881639315
19.900000000000002,-0.19814391120505565
19.950000000000003,-0.2393427494342786
20.0,-0.13117907053092814
20.05,-0.22780514292345433
20.1,-0.04354486877747071
20.150000000000002,-0.08008353391164055
20.200000000000003,-0.0004295686338356315
20.25,0.04799947002731502
20.3,0.06461176912660245
20.35,0.08827413694217613
20.400000000000002,0.051991969275976935
20.450000000000003,0.12647516982844856
20.5,0.1677252299721054
20.55,0.22052313208509064
20.6,0.2950673093177744
20.650000000000002,0.2579490676359103
20.700000000000003,0.34747305759043084
20.75,0.4028745271250539
20.8,0.37817045657004217
20.85,0.5057294582361439
20.900000000000002,0.43439218051021944
20.950000000000003,0.52771718771151
21.0,0.4548470534614515
21.05,0.5930637996108282
21.1,0.6392017034977948
21.150000000000002,0.6936213317855575
21.200000000000003,0.7514815063966798
21.25,0.724783244370802
21.3,0.8160373999798475
21.35,0.8647554592606036
21.400000000000002,0.874351341877541
21.450000000000003,0.87747531446802
21.5,0.8944751483410271
21.55,0.8751582373942719
21.6,0.9317581763129729
21.650000000000002,0.7619864305682038
21.700000000000003,0.6800484942912942
21.75,0.7844596324352227
21.8,0.6910790649824041
21.85,0.5910139606299007
21.900000000000002,0.3990594088507104
21.950000000000003,0.460366013202265
22.0,0.37556674611617896
22.05,0.1782365711128098
22.1,0.1780170717827643
22.150000000000002,-0.004849520614697747
22.200000000000003,-0.032985095038130206
22.25,-0.17381175359533213
22.3,-0.1721669481358672
22.35,-0.28385496111238717
22.400000000000002,-0.31983351037288
22.450000000000003,-0.5190769535097732
22.5,-0.6249337275492262
22.55,-0.660017965143866
22.6,-0.6938619777442664
22.650000000000002,-0.7927092597732553
22.700000000000003,-0.8130786427603938
22.75,-0.8395968289461002
22.8,-0.9292395088241278
22.85,-0.9161804137484478
22.900000000000002,-0.9453463514865781
22.950000000000003,-0.8990730530621648
23.0,-0.8354018378681957
23.05,-0.7790265936586391
23.1,-0.747252352870918
23.150000000000002,-0.7272620570361846
23.200000000000003,-0.632664674546236
23.25,-0.6365401725174246
23.3,-0.5789559926992716
23.35,-0.5585777738302101
23.400000000000002,-0.5063013603159189
23.450000000000003,-0.542216011427356
23.5,-0.39023525771031153
23.55,-0.41226783681243534
23.6,-0.36890416193606135
23.650000000000002,-0.3937713672297048
23.700000000000003,-0.33087765159560745
23.75,-0.28818548175308206
23.8,-0.15832824329163803
23.85,-0.21824345872882456
23.900000000000002,-0.1269815096633434
23.950000000000003,-0.13109890816520525
24.0,-0.0675334532331543
24.05,0.08718495498038709
24.1,-0.07453670550434723
24.150000000000002,0.057778766244697945
24.200000000000003,0.05782857226275934
24.25,0.2265986473042629
24.3,0.14248221636386324
24.35,0.16735566637014815
24.400000000000002,0.13487289192989005
24.450000000000003,0.24597920095423115
24.5,0.28446039903502274
24.55,0.39341258665541856
24.6,0.4108794950642636
24.650000000000002,0.3633184439603479
24.700000000000003,0.4505187098076856
24.75,0.46561413805399654
24.8,0.6424679423476487
24.85,0.5400587190002256
24.900000000000002,0.5696413009136583
24.950000000000003,0.5997187429247226
25.0,0.6056084027262214
25.05,0.7260796406725276
25.1,0.7210413580897959
25.150000000000002,0.6631400415820745
25.200000000000003,0.8716790476617783
25.25,0.8481401202856201
25.3,0.8006734521440473
25.35,0.8540295568497344
25.400000000000002,0.889732302684604
25.450000000000003,0.8809589749191403
25.5,0.8549221829272674
25.55,0.7009994975721768
25.6,0.6541017935110611
25.650000000000002,0.5901866433915822
25.700000000000003,0.5323515363076162
25.75,0.39706519585395533
25.8,0.37193015467873586
25.85,0.28368340951537213
25.900000000000002,0.19800862920629733
25.950000000000003,0.06622315792887969
26.0,0.049677376011299686
26.05,-0.12367130877735055
26.1,-0.22464817358317157
26.150000000000002,-0.2739241545837425
